year,loss
520,0.00
521,0.00
522,4648376.27
523,4796888.11
524,0.00
525,13058721.71
526,0.00
527,0.00
528,3106241.90
529,2128657.86
530,0.00
531,0.00
532,0.00
533,6427350.57
534,8974362.52
535,0.00
536,1444731.11
537,0.00
538,0.00
539,0.00
540,0.00
541,0.00
542,5573412.33
543,0.00
544,2328389.80
545,0.00
546,3624900.10
547,0.00
548,0.00
549,0.00
550,2617444.22
551,0.00
552,8634399.82
553,0.00
554,0.00
555,0.00
556,0.00
557,0.00
558,9702986.57
559,12994885.35
560,62590012.18
561,0.00
562,33344102.66
563,0.00
564,0.00
565,0.00
566,0.00
567,0.00
568,24702440.50
569,0.00
570,4539650.73
571,27424.61
572,0.00
573,0.00
574,40770047.20
575,0.00
576,20266015.55
577,0.00
578,0.00
579,0.00
580,0.00
581,2254072.67
582,0.00
583,0.00
584,0.00
585,0.00
586,0.00
587,8449654.01
588,0.00
589,32391194.79
590,2818406.68
591,0.00
592,2528042.39
593,0.00
594,0.00
595,0.00
596,0.00
597,0.00
598,0.00
599,0.00
600,18261936.02
601,0.00
602,0.00
603,1963254.74
604,6723353.53
605,3876130.91
606,0.00
607,0.00
608,0.00
609,0.00
610,0.00
611,0.00
612,11955517.61
613,0.00
614,0.00
615,0.00
616,3090731.11
617,0.00
618,0.00
619,0.00
620,3125282.89
621,217716414.62
622,6603555.49
623,709671.62
624,0.00
625,11694475.56
626,0.00
627,0.00
628,0.00
629,0.00
630,860592.74
631,5159080.72
632,6307190.18
633,4352093.77
634,86014092.21
635,0.00
636,0.00
637,0.00
638,0.00
639,47654586.72
640,0.00
641,0.00
642,0.00
643,0.00
644,9751152.34
645,0.00
646,523160.21
647,2255903.16
648,0.00
649,0.00
650,60439092.99
651,0.00
652,0.00
653,0.00
654,0.00
655,0.00
656,0.00
657,0.00
658,0.00
659,0.00
660,0.00
661,0.00
662,0.00
663,0.00
664,0.00
665,0.00
666,0.00
667,0.00
668,0.00
669,0.00
670,0.00
671,803728.41
672,0.00
673,0.00
674,0.00
675,0.00
676,0.00
677,0.00
678,866710.50
679,0.00
680,0.00
681,0.00
682,0.00
683,0.00
684,3498562.51
685,10702720.69
686,0.00
687,0.00
688,0.00
689,0.00
690,2266963.56
691,1238487.20
692,0.00
693,8158813.78
694,51335913.09
695,12321256.71
696,41203342.76
697,0.00
698,0.00
699,0.00
700,0.00
701,2965297.81
702,0.00
703,0.00
704,2178958.75
705,0.00
706,0.00
707,0.00
708,0.00
709,0.00
710,0.00
711,0.00
712,16179016.60
713,20588795.02
714,0.00
715,9158925.75
716,0.00
717,0.00
718,9219452.02
719,0.00
720,27397091.74
721,0.00
722,3500444.32
723,0.00
724,0.00
725,6770162.20
726,725146.83
727,2560506.75
728,0.00
729,1565718.55
730,0.00
731,1366608.82
732,0.00
733,11861654.51
734,0.00
735,0.00
736,0.00
737,8552657.58
738,0.00
739,0.00
740,0.00
741,0.00
742,0.00
743,0.00
744,0.00
745,0.00
746,0.00
747,0.00
748,6470272.84
749,0.00
750,28004632.43
751,0.00
752,0.00
753,1329554.97
754,1871213.46
755,43236033.08
756,10222142.94
757,42458720.86
758,0.00
759,0.00
760,0.00
761,18987191.93
762,0.00
763,0.00
764,1203297.75
765,0.00
766,0.00
767,0.00
768,0.00
769,0.00
770,0.00
771,0.00
772,10802682.83
773,0.00
774,3007202.64
775,879078.91
776,4390828.45
777,0.00
778,0.00
779,17270561.74
780,0.00
781,0.00
782,0.00
783,0.00
784,0.00
785,0.00
786,0.00
787,0.00
788,6290773.48
789,0.00
790,0.00
791,0.00
792,0.00
793,6796615.77
794,0.00
795,0.00
796,19320925.43
797,0.00
798,0.00
799,8399981.97
800,0.00
801,0.00
802,6053426.31
803,0.00
804,0.00
805,0.00
806,0.00
807,1455899.56
808,4553146.05
809,17824862.99
810,1462156.44
811,2543570.34
812,0.00
813,0.00
814,0.00
815,0.00
816,7488303.90
817,6897112.98
818,5928275.17
819,0.00
820,0.00
821,0.00
822,0.00
823,1071053.55
824,9800864.02
825,2247667.84
826,7042679.83
827,10366333.50
828,0.00
829,586912.04
830,0.00
831,0.00
832,11004447.94
833,0.00
834,684213.64
835,24774017.66
836,0.00
837,0.00
838,0.00
839,59875546.85
840,0.00
841,0.00
842,61464684.64
843,0.00
844,873095.04
845,0.00
846,0.00
847,2501321.89
848,0.00
849,0.00
850,0.00
851,0.00
852,28679553.33
853,3367920.16
854,0.00
855,0.00
856,338133804.46
857,5776352.36
858,0.00
859,31935239.61
860,5233602.72
861,19062252.65
862,2992535.22
863,0.00
864,0.00
865,0.00
866,699785.53
867,0.00
868,0.00
869,0.00
870,0.00
871,7390035.13
872,71702863.97
873,0.00
874,4943485.24
875,0.00
876,0.00
877,0.00
878,6526758.01
879,0.00
880,0.00
881,0.00
882,4209636.11
883,0.00
884,0.00
885,1455105.67
886,20026822.83
887,5837335.36
888,9066434.59
889,0.00
890,0.00
891,0.00
892,0.00
893,0.00
894,13109349.37
895,0.00
896,6782372.68
897,1579617.77
898,3264697.45
899,0.00
900,0.00
901,3273797.05
902,0.00
903,0.00
904,3094491.37
905,1068861.47
906,0.00
907,0.00
908,0.00
909,0.00
910,0.00
911,0.00
912,4457638.80
913,21762032.47
914,0.00
915,10910613.46
916,0.00
917,0.00
918,0.00
919,0.00
920,0.00
921,0.00
922,0.00
923,0.00
924,0.00
925,0.00
926,13876715.53
927,0.00
928,0.00
929,0.00
930,0.00
931,2272969.13
932,0.00
933,1733409.03
934,0.00
935,5900952.79
936,0.00
937,2846543.22
938,0.00
939,2499951.91
940,3297333.54
941,0.00
942,0.00
943,0.00
944,6706249.16
945,3685497.72
946,0.00
947,7900580.14
948,50837863.24
949,0.00
950,0.00
951,29483133.99
952,0.00
953,0.00
954,0.00
955,0.00
956,0.00
957,0.00
958,3785655.91
959,0.00
960,0.00
961,85643949.37
962,0.00
963,0.00
964,0.00
965,0.00
966,0.00
967,0.00
968,1398730.25
969,0.00
970,5797159.36
971,0.00
972,0.00
973,0.00
974,0.00
975,0.00
976,4259000.36
977,0.00
978,0.00
979,0.00
980,0.00
981,3817664.37
982,0.00
983,0.00
984,0.00
985,0.00
986,13019500.13
987,0.00
988,14875105.76
989,0.00
990,0.00
991,0.00
992,14039709.04
993,65565393.72
994,0.00
995,30742979.90
996,0.00
997,3941563.29
998,0.00
999,203709.06
1000,0.00
1001,481758.27
1002,0.00
1003,0.00
1004,0.00
1005,5984707.36
1006,2721230.39
1007,0.00
1008,2318776.30
1009,0.00
1010,84123084.55
1011,0.00
1012,645998.04
1013,0.00
1014,2658312.70
1015,5139958.45
1016,0.00
1017,1747869.48
1018,518442360.39
1019,0.00
1020,0.00
1021,0.00
1022,0.00
1023,0.00
1024,2398336.82
1025,0.00
1026,140762.00
1027,0.00
1028,0.00
1029,2668277.21
1030,9111222.83
1031,21398552.44
1032,21414139.80
1033,0.00
1034,0.00
1035,671602.57
1036,4146638.09
1037,0.00
1038,0.00
1039,0.00
1040,0.00
1041,7303175.69
1042,0.00
1043,0.00
1044,0.00
1045,0.00
1046,0.00
1047,0.00
1048,0.00
1049,3214404.91
1050,1665314.82
1051,10607389.31
1052,0.00
1053,0.00
1054,0.00
1055,12591350.92
1056,3762379.02
1057,11481602.72
1058,1215886.56
1059,9910506.43
1060,0.00
1061,0.00
1062,0.00
1063,0.00
1064,0.00
1065,13909376.81
1066,0.00
1067,2067169.74
1068,0.00
1069,3905966.77
1070,0.00
1071,0.00
1072,0.00
1073,0.00
1074,52449330.12
1075,4811467.29
1076,0.00
1077,11126499.39
1078,0.00
1079,0.00
1080,0.00
1081,0.00
1082,0.00
1083,0.00
1084,0.00
1085,0.00
1086,0.00
1087,5745274.53
1088,0.00
1089,0.00
1090,0.00
1091,0.00
1092,0.00
1093,0.00
1094,0.00
1095,0.00
1096,0.00
1097,2932023.02
1098,0.00
1099,0.00
1100,84027013.20
1101,2001547.30
1102,7275418.83
1103,0.00
1104,19609989.14
1105,0.00
1106,0.00
1107,0.00
1108,2171325.00
1109,2199804.28
1110,0.00
1111,14047850.71
1112,0.00
1113,0.00
1114,59899522.43
1115,0.00
1116,0.00
1117,0.00
1118,11060309.91
1119,0.00
1120,0.00
1121,0.00
1122,31882234.30
1123,5009507.90
1124,0.00
1125,0.00
1126,1023207.92
1127,0.00
1128,0.00
1129,0.00
1130,0.00
1131,0.00
1132,23272218.38
1133,0.00
1134,0.00
1135,0.00
1136,2247139.20
1137,0.00
1138,933911.26
1139,0.00
1140,6586956.75
1141,0.00
1142,0.00
1143,1141778.23
1144,8462558.09
1145,26483524.97
1146,2157302.71
1147,999589.59
1148,10337634.90
1149,0.00
1150,0.00
1151,2255882.94
1152,0.00
1153,0.00
1154,12747440.54
1155,2896058.15
1156,0.00
1157,5932006.08
1158,70761006.81
1159,18180944.93
1160,35190526.26
1161,3633884.16
1162,15846406.98
1163,0.00
1164,17283022.82
1165,0.00
1166,0.00
1167,0.00
1168,0.00
1169,0.00
1170,0.00
1171,0.00
1172,351511711.52
1173,5640064.32
1174,0.00
1175,0.00
1176,0.00
1177,0.00
1178,65789864.61
1179,0.00
1180,0.00
1181,3555130.06
1182,1371538.05
1183,5234117.35
1184,0.00
1185,0.00
1186,514988.28
1187,8437279.40
1188,6099658.50
1189,0.00
1190,0.00
1191,0.00
1192,3287929.85
1193,0.00
1194,0.00
1195,49139757.62
1196,0.00
1197,0.00
1198,0.00
1199,20738886.52
1200,76767625.74
1201,1216437.65
1202,0.00
1203,0.00
1204,169324.78
1205,578633.69
1206,0.00
1207,2315963.26
1208,0.00
1209,3909529.56
1210,0.00
1211,0.00
1212,0.00
1213,2167021.16
1214,0.00
1215,4284651.28
1216,13402558.97
1217,25053472.88
1218,0.00
1219,0.00
1220,0.00
1221,6675464.56
1222,154969924.08
1223,15259216.20
1224,2856556.21
1225,0.00
1226,230749.48
1227,0.00
1228,16298556.54
1229,0.00
1230,0.00
1231,0.00
1232,0.00
1233,0.00
1234,3994288.63
1235,7264444.39
1236,0.00
1237,0.00
1238,0.00
1239,0.00
1240,0.00
1241,1929903.91
1242,628102.63
1243,0.00
1244,27324024.51
1245,0.00
1246,0.00
1247,21648321.05
1248,1460690.05
1249,0.00
1250,2497249.13
1251,2884688.40
1252,5984406.27
1253,11817463.73
1254,0.00
1255,0.00
1256,937029.58
1257,0.00
1258,2904196.67
1259,0.00
1260,0.00
1261,0.00
1262,0.00
1263,6578024.00
1264,0.00
1265,0.00
1266,0.00
1267,1197171.43
1268,0.00
1269,0.00
1270,0.00
1271,4213529.64
1272,0.00
1273,35956905.13
1274,6658858.32
1275,0.00
1276,0.00
1277,0.00
1278,0.00
1279,122740432.73
1280,0.00
1281,372352.55
1282,38705508.48
1283,3413082.47
1284,0.00
1285,1097694.74
1286,0.00
1287,1387600.35
1288,16802499.91
1289,0.00
1290,17318452.33
1291,0.00
1292,1035911.19
1293,38843306.33
1294,9645949.25
1295,0.00
1296,4208112.59
1297,0.00
1298,0.00
1299,19159042.78
1300,0.00
1301,0.00
1302,0.00
1303,0.00
1304,0.00
1305,767190.71
1306,0.00
1307,0.00
1308,0.00
1309,32729659.05
1310,0.00
1311,0.00
1312,75354074.86
1313,2014972.82
1314,870269.13
1315,0.00
1316,12889138.65
1317,0.00
1318,0.00
1319,0.00
1320,0.00
1321,6310936.31
1322,0.00
1323,0.00
1324,0.00
1325,0.00
1326,0.00
1327,0.00
1328,0.00
1329,0.00
1330,0.00
1331,10608110.45
1332,0.00
1333,2204312.30
1334,0.00
1335,15581994.02
1336,0.00
1337,0.00
1338,0.00
1339,372650.71
1340,5192072.67
1341,0.00
1342,0.00
1343,95137.13
1344,0.00
1345,10865492.14
1346,0.00
1347,7230802.79
1348,3024588.00
1349,0.00
1350,4131849.12
1351,0.00
1352,1666124.27
1353,0.00
1354,0.00
1355,0.00
1356,0.00
1357,0.00
1358,0.00
1359,0.00
1360,10782951.44
1361,0.00
1362,0.00
1363,1139445.30
1364,0.00
1365,0.00
1366,515002.82
1367,0.00
1368,0.00
1369,0.00
1370,9163943.83
1371,1566736.43
1372,0.00
1373,0.00
1374,0.00
1375,2419052.12
1376,0.00
1377,14901561.60
1378,0.00
1379,1762652.03
1380,0.00
1381,0.00
1382,0.00
1383,8212326.21
1384,1657576.46
1385,0.00
1386,0.00
1387,1199112.55
1388,6132432.83
1389,0.00
1390,0.00
1391,0.00
1392,0.00
1393,1825168.80
1394,0.00
1395,0.00
1396,0.00
1397,3524504.78
1398,603346.00
1399,0.00
1400,29324177.10
1401,0.00
1402,0.00
1403,0.00
1404,13228653.51
1405,13346711.87
1406,0.00
1407,0.00
1408,0.00
1409,0.00
1410,0.00
1411,0.00
1412,0.00
1413,0.00
1414,0.00
1415,49565689.96
1416,0.00
1417,0.00
1418,0.00
1419,0.00
1420,116808623.64
1421,26286796.77
1422,0.00
1423,881078.21
1424,0.00
1425,0.00
1426,0.00
1427,0.00
1428,7140931.30
1429,44260296.15
1430,4148105.06
1431,0.00
1432,991379.03
1433,0.00
1434,0.00
1435,36366639.91
1436,0.00
1437,3858433.34
1438,17572514.15
1439,0.00
1440,0.00
1441,0.00
1442,0.00
1443,0.00
1444,1901497.04
1445,0.00
1446,1395120.49
1447,0.00
1448,0.00
1449,10709008.53
1450,0.00
1451,51573198.50
1452,2477216.37
1453,0.00
1454,0.00
1455,0.00
1456,0.00
1457,6789225.48
1458,7477310.22
1459,4022393.77
1460,3997298.87
1461,0.00
1462,0.00
1463,0.00
1464,74090974.04
1465,1364196.99
1466,5753528.57
1467,0.00
1468,14023384.94
1469,0.00
1470,0.00
1471,0.00
1472,0.00
1473,0.00
1474,9403982.41
1475,0.00
1476,0.00
1477,17129297.97
1478,0.00
1479,19280892.04
1480,0.00
1481,0.00
1482,3052898.14
1483,0.00
1484,0.00
1485,0.00
1486,914997.65
1487,18401925.80
1488,0.00
1489,0.00
1490,0.00
1491,0.00
1492,0.00
1493,0.00
1494,0.00
1495,0.00
1496,0.00
1497,0.00
1498,0.00
1499,0.00
1500,0.00
1501,0.00
1502,6455471.11
1503,15501443.67
1504,0.00
1505,0.00
1506,0.00
1507,0.00
1508,1966689.35
1509,0.00
1510,0.00
1511,0.00
1512,0.00
1513,0.00
1514,2450952.14
1515,59975426.28
1516,0.00
1517,0.00
1518,0.00
1519,3615852.38
1520,0.00
1521,0.00
1522,2483331.17
1523,0.00
1524,0.00
1525,0.00
1526,0.00
1527,37670905.44
1528,9529836.77
1529,0.00
1530,4439783.98
1531,0.00
1532,0.00
1533,0.00
1534,0.00
1535,0.00
1536,0.00
1537,0.00
1538,0.00
1539,757415.75
1540,0.00
1541,0.00
1542,748533.17
1543,0.00
1544,0.00
1545,0.00
1546,13477714.48
1547,0.00
1548,537867.53
1549,0.00
1550,906236.46
1551,53572933.49
1552,0.00
1553,314459999.35
1554,309688.74
1555,2702014.35
1556,0.00
1557,2522420.32
1558,56335968.76
1559,6624694.65
1560,5631573.76
1561,50306930.23
1562,0.00
1563,0.00
1564,0.00
1565,27180538.67
1566,0.00
1567,2613834.96
1568,926655.83
1569,0.00
1570,0.00
1571,5073812.95
1572,41874683.78
1573,0.00
1574,10005129.80
1575,475433.37
1576,1486496.15
1577,0.00
1578,0.00
1579,2738015.85
1580,8694428.78
1581,0.00
1582,0.00
1583,0.00
1584,26404613.00
1585,0.00
1586,0.00
1587,7177743.98
1588,10400658.30
1589,6347627.82
1590,5986784.54
1591,0.00
1592,0.00
1593,0.00
1594,0.00
1595,6970910.58
1596,0.00
1597,0.00
1598,29875076.29
1599,0.00
1600,1810953.57
1601,0.00
1602,0.00
1603,28979160.42
1604,0.00
1605,0.00
1606,4269392.98
1607,0.00
1608,0.00
1609,0.00
1610,0.00
1611,0.00
1612,0.00
1613,11631303.11
1614,389281.02
1615,0.00
1616,0.00
1617,0.00
1618,11907968.60
1619,0.00
1620,1278944.04
1621,0.00
1622,0.00
1623,0.00
1624,0.00
1625,6725860.12
1626,16127448.51
1627,3282651.23
1628,0.00
1629,30895551.79
1630,0.00
1631,0.00
1632,1986664.89
1633,0.00
1634,3025430.48
1635,0.00
1636,0.00
1637,0.00
1638,0.00
1639,2792759.46
1640,0.00
1641,0.00
1642,0.00
1643,0.00
1644,16011493.17
1645,0.00
1646,0.00
1647,9626487.57
1648,21659537.79
1649,0.00
1650,2117833.65
1651,0.00
1652,57677217.58
1653,0.00
1654,0.00
1655,0.00
1656,0.00
1657,0.00
1658,0.00
1659,0.00
1660,0.00
1661,0.00
1662,0.00
1663,0.00
1664,3655430.01
1665,11541738.20
1666,0.00
1667,0.00
1668,0.00
1669,0.00
1670,0.00
1671,0.00
1672,0.00
1673,0.00
1674,8008866.07
1675,0.00
1676,0.00
1677,21227769.64
1678,858817.32
1679,1691765.53
1680,21371373.48
1681,0.00
1682,0.00
1683,0.00
1684,0.00
1685,13074363.21
1686,10262698.85
1687,0.00
1688,14328214.73
1689,0.00
1690,0.00
1691,0.00
1692,6919165.51
1693,0.00
1694,0.00
1695,0.00
1696,2862913.48
1697,0.00
1698,0.00
1699,0.00
1700,0.00
1701,0.00
1702,0.00
1703,1317262.37
1704,72840966.12
1705,0.00
1706,0.00
1707,0.00
1708,0.00
1709,0.00
1710,0.00
1711,0.00
1712,8082332.30
1713,0.00
1714,0.00
1715,0.00
1716,527530.30
1717,2234949.74
1718,66016515.27
1719,0.00
1720,6832598.71
1721,0.00
1722,2423550.07
1723,3860528.79
1724,0.00
1725,7370932.12
1726,0.00
1727,0.00
1728,0.00
1729,0.00
1730,0.00
1731,0.00
1732,3121605.07
1733,0.00
1734,0.00
1735,0.00
1736,1358459.13
1737,0.00
1738,0.00
1739,14390791.38
1740,5753696.06
1741,0.00
1742,0.00
1743,954290.45
1744,0.00
1745,0.00
1746,0.00
1747,51742099.41
1748,0.00
1749,0.00
1750,0.00
1751,0.00
1752,0.00
1753,29185224.33
1754,0.00
1755,0.00
1756,0.00
1757,0.00
1758,1478904.80
1759,0.00
1760,0.00
1761,0.00
1762,0.00
1763,0.00
1764,0.00
1765,0.00
1766,15017063.27
1767,19899874.11
1768,0.00
1769,0.00
1770,19010260.77
1771,0.00
1772,1007109.00
1773,62877126.21
1774,0.00
1775,0.00
1776,0.00
1777,0.00
1778,23124369.42
1779,2141284.38
1780,7446883.22
1781,0.00
1782,0.00
1783,28615214.69
1784,0.00
1785,0.00
1786,0.00
1787,8904637.01
1788,0.00
1789,0.00
1790,0.00
1791,4824960.40
1792,0.00
1793,0.00
1794,6200542.92
1795,301843642.02
1796,0.00
1797,5807067.81
1798,0.00
1799,11894121.51
1800,2319852.16
1801,0.00
1802,4717092.40
1803,0.00
1804,71578853.70
1805,0.00
1806,0.00
1807,0.00
1808,0.00
1809,0.00
1810,110664174.19
1811,0.00
1812,0.00
1813,0.00
1814,4350025.73
1815,7036086.01
1816,1041895.46
1817,0.00
1818,527185.54
1819,33809138.82
1820,0.00
1821,0.00
1822,825852.98
1823,6289850.92
1824,0.00
1825,0.00
1826,0.00
1827,0.00
1828,0.00
1829,0.00
1830,14583847.34
1831,0.00
1832,0.00
1833,5064355.41
1834,0.00
1835,197674.05
1836,0.00
1837,0.00
1838,0.00
1839,39684825.68
1840,0.00
1841,0.00
1842,0.00
1843,0.00
1844,0.00
1845,7599202.80
1846,0.00
1847,0.00
1848,7556442.78
1849,0.00
1850,14932974.64
1851,0.00
1852,10624117.27
1853,304742.38
1854,0.00
1855,0.00
1856,0.00
1857,0.00
1858,628299.26
1859,0.00
1860,4848736.38
1861,0.00
1862,0.00
1863,7898739.21
1864,0.00
1865,0.00
1866,2336373.35
1867,0.00
1868,0.00
1869,3361731.80
1870,21915327.08
1871,0.00
1872,0.00
1873,0.00
1874,0.00
1875,0.00
1876,49141569.29
1877,2500889.19
1878,0.00
1879,0.00
1880,0.00
1881,13153566.24
1882,10970786.40
1883,0.00
1884,0.00
1885,0.00
1886,0.00
1887,0.00
1888,0.00
1889,0.00
1890,0.00
1891,0.00
1892,0.00
1893,3355541.95
1894,0.00
1895,16505984.74
1896,16902262.91
1897,10399295.27
1898,2904335.80
1899,0.00
1900,17853814.49
1901,0.00
1902,0.00
1903,0.00
1904,2031461.91
1905,0.00
1906,0.00
1907,0.00
1908,0.00
1909,19108140.13
1910,0.00
1911,0.00
1912,0.00
1913,46540732.06
1914,0.00
1915,0.00
1916,0.00
1917,0.00
1918,0.00
1919,0.00
1920,0.00
1921,0.00
1922,16607643.53
1923,0.00
1924,2629824.86
1925,0.00
1926,3716321.45
1927,0.00
1928,30869256.02
1929,0.00
1930,172280.82
1931,0.00
1932,0.00
1933,0.00
1934,0.00
1935,2378334.28
1936,0.00
1937,0.00
1938,0.00
1939,0.00
1940,0.00
1941,0.00
1942,4120187.59
1943,0.00
1944,0.00
1945,0.00
1946,7354055.44
1947,0.00
1948,0.00
1949,1437620.12
